opening,closing
((((([[(([([(([[[[[([(((([([([,])])]))))])]]]]]))])]))]])))))
[(([(((([[[[[(([[([[[(([[([(([,]))])]]))]]])]]))]]]]]))))]))]
(([[[([[([[[(([(([[(,)]]))]))]]])]])]]]))
([([([((([([([(((([,]))))])])])))])])])
((([([([((((([[[[[,]]]]])))))])])])))
[[[([[([([[[((([(((((((((([,]))))))))))])))]]])])]])]]]
([[(([[[([(([((([,])))]))])]]]))]])
([[(((([[[[[[([(([(((((([[,]]))))))]))])]]]]]]))))]])
(([[([[[([([((([([[,]])])))])])]]])]]))
([(([(((([[[([[([[,]])]])]]]))))]))])
([([([([([[([(([((,))]))])]])])])])])
((([[(([[(([(([,]))]))]]))]])))
(([(([[(((((([[[[[[[[,]]]]]]]]))))))]]))]))
([(((((([[[([[(([[(([([,])]))]]))]])]]]))))))])
[(((([[[((([([[([[([(([((((,))))]))])]])]])])))]]]))))]
([[([[[([(([[([(((([[[(,)]]]))))])]]))])]]])]])
[([[[[[([([[[([[[([[[(((,)))]]])]]])]]])])]]]]])]
(([[[[([[[[([([([,])])])]]]])]]]]))
[([[(((([([(([[([([([[([[([,])]])]])])])]]))])]))))]])]
[([(([[([([[([[[[[(,)]]]]])]])])]]))])]
(([([[[(([((([[([((([((([,])))])))])]])))]))]]])]))
[([((((([[[[[([((([(([,]))])))])]]]]])))))])]
(([[[[[([[([(([([(([[(([[,]]))]]))])]))])]])]]]]]))
(([(([((((([[[([[(([[((([[,]])))]]))]])]]])))))]))]))
((([[((((((([[[([[[[((,))]]]])]]])))))))]])))
[[[[([([(([([((([(,)])))])]))])])]]]]
[(([([[([[(([(,)]))]])]])]))]
(([([[(([([[((,))]])]))]])]))
([(((([([[[[[[([[[[((((([([((,))])])))))]]]])]]]]]])]))))])
([([[(([[[[((,))]]]]))]])])
[[(([([(([(([[[(,)]]]))]))])]))]]
(((([[[(([([[[((([,])))]]])]))]]]))))
([((([((([[[([[(([[(([((([((([,])))])))]))]]))]])]]])))])))])
[[(([[[(((([([([((((([[[[([[,]])]]]])))))])])]))))]]]))]]
[([[[[([[[([([([([(([[([(,)])]]))])])])])]]])]]]])]
((((([[[((([([(((((,)))))])])))]]])))))
([([[([[([([[[([([[,]])])]]])])]])]])])
[([[[[((([(([([[[[[[[([[((((,))))]])]]]]]]])]))])))]]]])]
((([[(((((([(([[(([(,)]))]]))]))))))]])))
(([(([[([[([(([(([([([([[([[[,]]])]])])])]))]))])]])]]))]))
[(((([([((([(([(,)]))])))])]))))]
([(([[((([[([(([[[([[[,]]])]]]))])]])))]]))])
[[[([[[[(([[[(([([((([[[([[(,)]])]]])))])]))]]]))]]]])]]]
[([[[([([(((((([[[([(([(,)]))])]]]))))))])])]]])]
[[((([(([(((([([[[[(((,)))]]]])]))))]))])))]]
[[((([[[(((([[,]]))))]]])))]]
([[(([(([(([[((([[([[[([,])]]])]])))]]))]))]))]])
[[(([[[((([((([([([[[(([((([,])))]))]]])])])))])))]]]))]]
([(([([([[[((([([[[[(([(([([[,]])]))]))]]]])])))]]])])]))])
([[[([[(([(([((([[(([[([,])]]))]])))]))]))]])]]])
([[[(([([([((([([(([[([,])]]))])])))])])]))]]])
([[[([[(([[([,])]]))]])]]])
(((((((([((([([[(([,]))]])])))]))))))))
((([((([[[(([((([[[(((([[([[,]])]]))))]]])))]))]]])))])))
[[(([(([[[([[[[[((([[(([[[[(,)]]]]))]])))]]]]])]]]))]))]]
[([([([[([[[(([[(([[[(([,]))]]]))]]))]]])]])])])]
[([[[([[[[[[[[[([[[[(,)]]]])]]]]]]]]])]]])]
((([((([([(([[[[([([([,])])])]]]]))])])))])))
([[[[[(([((([,])))]))]]]]])
([[((([[((((([(([[[[[([([[[(((,)))]]])])]]]]]))])))))]])))]])
[([(((([[[[[([(([((([(((((,)))))])))]))])]]]]]))))])]
[(((([[([[([([(([,]))])])]])]]))))]
([([[([(([((([[,]])))]))])]])])
([[[[[(([([([[[[([[[[[[[([(([,]))])]]]]]]])]]]])])]))]]]]])
(([[(([([([([([((([[[([[(([(,)]))]])]]])))])])])])]))]]))
[[[[([[[[(([[[(((([[([([[((([,])))]])])]]))))]]]))]]]])]]]]
[[([((([[([[([[([[(([([[[,]]])]))]])]])]])]])))])]]
[[[([(([[([(([((([[(,)]])))]))])]]))])]]]
([((((([[(([[[[(([[(([[[[[[[,]]]]]]]))]]))]]]]))]])))))])
([[[([([[[([[,]])]]])])]]])
(([[(([[[([[([([((([[([[[[,]]]])]])))])])]])]]]))]]))
[[((([[(([[(([[[[(([[,]]))]]]]))]]))]])))]]
([([[([[((([[[,]]])))]])]])])
(([([([(([[([[[([([([([[[([[(,)]])]]])])])])]]])]]))])])]))
[[[[[((((((((,))))))))]]]]]
[[[([[[[[([[([[[[(([[(([(,)]))]]))]]]])]])]]]]])]]]
([(([([[[((([(,)])))]]])]))])
[([([[(([[[[((((([([,])])))))]]]]))]])])]
[([[[[(([[[[[[([(((([[[[([([[,]])])]]]]))))])]]]]]]))]]]])]
[[(([([([[[[((((([((,))])))))]]]])])]))]]
(([[([[[((((((([[[[(((,)))]]]])))))))]]])]]))
([[(([[(([[[([(([([[[[[[[((,))]]]]]]])]))])]]]))]]))]])
[(([[((([[[[[(([[(([(((([,]))))]))]]))]]]]])))]]))]
([([([[[[[[([([,])])]]]]]])])])
([[[([(([[[[[[[,]]]]]]]))])]]])
[([([([[([[((([[[([(([,]))])]]])))]])]])])])]
[[[[[[[[[[(([([[[[([[([[([([((,))])])]])]])]]]])]))]]]]]]]]]]
[([(([(([([[,]])]))]))])]
([[[(([(([[([[[[[[[(([((,))]))]]]]]]])]]))]))]]])
[((((((([[([([[[([([(([[(,)]]))])])]]])])]])))))))]
[([[(([([[([([[(,)]])])]])]))]])]
([[[([[(([(((([([[[[(([[([[(([,]))]])]]))]]]])]))))]))]])]]])
(([(((([[[([[[(([,]))]]])]]]))))]))
([[([(((([[(([(([((([[(,)]])))]))]))]]))))])]])
[[[[[([[(([[(([,]))]]))]])]]]]]
[[[[[[[[[[[(,)]]]]]]]]]]]
[[[[[[([(([([[[[([[[[[[(,)]]]]]])]]]])]))])]]]]]]
((([[[[[[([([([(([([[([[([[,]])]])]])]))])])])]]]]]])))
([(([([(([(((([[,]]))))]))])]))])
[[([[[(([[[(([[(([[[(([([,])]))]]]))]]))]]]))]]])]]
([(((([[[([(([[((([[((((,))))]])))]]))])]]]))))])
[[([([[[([([[[[((((((([((((,))))])))))))]]]])])]]])])]]
[[[[[[[[[[(([(((([([((,))])]))))]))]]]]]]]]]]
(([(([[([([[[[([([[([[[[[,]]]]])]])])]]]])])]]))]))
([[([[((([(([[[[([((,))])]]]]))])))]])]])
[[[[[[(((((([,]))))))]]]]]]
[(([((([(([[([([([(([[((,))]]))])])])]]))])))]))]
([([([([[((([(((([((([,])))]))))])))]])])])])
[[[[(([([(([[[([([[(([[(([([,])]))]]))]])])]]]))])]))]]]]
((([(([[[([[(([(([[((,))]]))]))]])]]]))])))
([[[[[[(((([[(([(([[[[([([[[([,])]]])])]]]]))]))]]))))]]]]]])
[[[[((([(((([(([[([([[[((([[[(,)]]])))]]])])]]))]))))])))]]]]
[([(([[[[([([[,]])])]]]]))])]
[[[((((([([(((([(((,)))]))))])])))))]]]
([(((([([[([(([[[,]]]))])]])]))))])
[((([(([(([((([[(([(([[([(,)])]]))]))]])))]))]))])))]
[([[((([[(([[((([((([[[[((,))]]]])))])))]]))]])))]])]
[([(([(((([[[((([[([([(,)])])]])))]]]))))]))])]
((([[[[[[((([([([([(,)])])])])))]]]]]])))
[((([((([[[[([([[([[([[[[,]]]])]])]])])]]]])))])))]
[[[([((([([[[([(([[(,)]]))])]]])])))])]]]
([[([[[[[([[(([[([[[[[[(,)]]]]]])]]))]])]]]]])]])
[([([([([[([((((((([(([,]))])))))))])]])])])])]
([([([([[[([(([([[([(([((([(((,)))])))]))])]])]))])]]])])])])
([(((((((([([([[[[[[(((,)))]]]]]])])]))))))))])
[([((([((([([[([((([[(([(([,]))]))]])))])]])])))])))])]
((((([[[([[(([[([([([[[[,]]]])])])]]))]])]]])))))
[[[[[[((([[[[(,)]]]])))]]]]]]
(([(([[[([([(((([(,)]))))])])]]]))]))
([([[[[([[[[[((([(,)])))]]]]])]]]])])
[(([(([[[((((([([[([(([[((([([,])])))]]))])]])])))))]]]))]))]
([[[([[(([([(([([[[[[,]]]]])]))])]))]])]]])
[[[([((([(([,]))])))])]]]
([((([[([(([([((([[(([[,]]))]])))])]))])]])))])
[[([(([([([[[([[(((((,)))))]])]]])])]))])]]
(([([((([([[(((([,]))))]])])))])]))
(([([[(([[[[[[[[((([,])))]]]]]]]]))]])]))
([[[[[([[[([[[([(([(([(,)]))]))])]]])]]])]]]]])
([([[[(((([(([,]))]))))]]])])
[([[[((((((([,])))))))]]])]
([[[(([[[([(([[([[([(([([[([,])]])]))])]])]]))])]]]))]]])
([[([((((([[(((([[[[[[[([([(,)])])]]]]]]]))))]])))))])]])
[(([[[(([([[[([(([([[(([(,)]))]])]))])]]])]))]]]))]
(([(((((((([([[(([([[([([,])])]])]))]])]))))))))]))
([([([(([[[([,])]]]))])])])
[[([([(([(((([((,))]))))]))])])]]
([[[(((([([(([[[,]]]))])]))))]]])
[[((([((([((([(,)])))])))])))]]
[([(([[(((([[[((((([([[(([,]))]])])))))]]]))))]]))])]
[[(([([(([[[(([,]))]]]))])]))]]
([[([[[[(([([(((([[([,])]]))))])]))]]]])]])
((([[[[(([(([[[(([(([(([((,))]))]))]))]]]))]))]]]])))
((([[[[([[[([([[([[([[[[([((,))])]]]])]])]])])]]])]]]])))
((([(((([[([[[((((([(([([[(,)]])]))])))))]]])]]))))])))
((([[([((([(([((([,])))]))])))])]])))
[[(([[([[([([(([((([(([(,)]))])))]))])])]])]]))]]
[([(([[[[(((([[[((,))]]]))))]]]]))])]
((([((((([([([(([(,)]))])])])))))])))
[((([([[(([([(([[([((((((,))))))])]]))])]))]])])))]
((((([([(([([((([[[([([([([,])])])])]]])))])]))])])))))
[(([[[[[([([(,)])])]]]]]))]
([([([[[[(([([[(([([([([[,]])])])]))]])]))]]]])])])
((([(([([[[([(((,)))])]]])]))])))
[([(([[(((([[([[(([[[[[((,))]]]]]))]])]]))))]]))])]
([(([([[[([([((([[[[(((([[((,))]]))))]]]])))])])]]])]))])
([[(([([[(((([[(((([[([(,)])]]))))]]))))]])]))]])
[([([[[(((([[([([[[([[,]])]]])])]]))))]]])])]
([[(((((([([([([[[(([[([([,])])]]))]]])])])]))))))]])
(([[[((([[[(([[([([([[(([[(,)]]))]])])])]]))]]])))]]]))
[[[[(([([(([[([([[([(([([(([[[,]]]))])]))])]])])]]))])]))]]]]
([(((([[((([([[([((((((,))))))])]])])))]]))))])
(([[(((([[(([[[([[[(((((,)))))]]])]]]))]]))))]]))
[[[(((((([[((([([(((((,)))))])])))]]))))))]]]
[[(([((([(((((((([[(([[[[[,]]]]]))]]))))))))])))]))]]
[[((([([[[[(((([([[[[[[([,])]]]]]])]))))]]]])])))]]
[([[([[([((([[[([[([[[,]]])]])]]])))])]])]])]
[[(([[([(([[([([[(,)]])])]]))])]]))]]
([([[([[([[(([([((([[(([,]))]])))])]))]])]])]])])
[[[(([[[[[[[[[([(([[[[[[,]]]]]]))])]]]]]]]]]))]]]
[((([([[[(([[((([([[([([(,)])])]])])))]]))]]])])))]
((((([[([[[([[[([[([[[[[,]]]]])]])]]])]]])]])))))
([([[((([[([(([(([[((,))]]))]))])]])))]])])
((([[[(([[[[(((([([,])]))))]]]]))]]])))
((((((((([[((([,])))]])))))))))
([[[([([(([([[[[[([([((([((([(,)])))])))])])]]]]])]))])])]]])
[[(([([(((([[([[[[,]]]])]]))))])]))]]
[((([([([([[[,]]])])])])))]
[([(([([(([[((([[(,)]])))]]))])]))])]
([([([[([[[[[((,))]]]]])]])])])
[[((([(([([([[[[([(([[[(,)]]]))])]]]])])]))])))]]
(((([[[[((([[(([[([((([[,]])))])]]))]])))]]]]))))
[(([[[([([([[[[[[[[(([(([,]))]))]]]]]]]])])])]]]))]
[((([[([[([[[([[([[([(,)])]])]])]]])]])]])))]
[([([(([([([([((([,])))])])])]))])])]
([[[([([[[[(([[(([(([[[[,]]]]))]))]]))]]]])])]]])
[[[([[[([(([([([[[([(([[([[((,))]])]]))])]]])])]))])]]])]]]
[((([(((([[[([((((([[[(((,)))]]])))))])]]]))))])))]
[[([((([[[([[(([((([([([([,])])])])))]))]])]]])))])]]
[[[([([(((([[(([[((([[([,])]])))]]))]]))))])])]]]
[[([([(([[(([[(,)]]))]]))])])]]
(((([[((((([[([(([[,]]))])]])))))]]))))
([[([([([[[[((,))]]]])])])]])
(((((((([[[([(((([(([([[[[[,]]]]])]))]))))])]]]))))))))
([[[([((([([(([(([,]))]))])])))])]]])
[[([[(((([((((([[(((([[(,)]]))))]])))))]))))]])]]
[[[((((([[(([[[(,)]]]))]])))))]]]
([((((([[(([((([[[[([[[,]]])]]]])))]))]])))))])
([[([[(([[[[[[([[([(,)])]])]]]]]]))]])]])
((([(([[([([[([([,])])]])])]]))])))
[(([([([[[(((((([[[[[([(((,)))])]]]]]))))))]]])])]))]
(((([(([([([[[([[[[([[(([[([[(,)]])]]))]])]]]])]]])])]))]))))
[[([(([(([[[[([[([([([([[[,]]])])])])]])]]]]))]))])]]
(([([((([[[([[[[([[((([((([(,)])))])))]])]]]])]]])))])]))
([[([[[([[(((([,]))))]])]]])]])
((([[[([([[,]])])]]])))
([[([((([[((([[((([[[([[[((((,))))]]])]]])))]])))]])))])]])
(([[([[((([((([[([[([,])]])]])))])))]])]]))
[[[[((([[[[([[(([((((([([([(,)])])])))))]))]])]]]])))]]]]
[([[((((([(([[([([([[,]])])])]]))])))))]])]
(((([(([[([([[[(((,)))]]])])]]))]))))
[[[[(([[[(((([((([([[[,]]])])))]))))]]]))]]]]
(((([([([[[[([([[[(([((([,])))]))]]])])]]]])])]))))
[([(([(([[[([[([[[,]]])]])]]]))]))])]
[[(((([[([(([[((((([([(,)])])))))]]))])]]))))]]
([(([([(([(((([(([[((,))]]))]))))]))])]))])
[([(([((([[((([,])))]])))]))])]
[[([[([[[([((([[[[([((,))])]]]])))])]]])]])]]
(([([[(([[([(((([[([[,]])]]))))])]]))]])]))
([(([[[([((([[([(([((([([(([,]))])])))]))])]])))])]]]))])
[[[[[[((((([[([(([([((,))])]))])]])))))]]]]]]
[((((((([[[((([,])))]]])))))))]
[(((((([[([[(([([[(([(([,]))]))]])]))]])]]))))))]
([([[((([([((([[[([(,)])]]])))])])))]])])
[([[([(([[([[[([((([[((([[((((,))))]])))]])))])]]])]]))])]])]
[([([(([[([((([([[([[,]])]])])))])]]))])])]
[[(([[[(([[[((([,])))]]]))]]]))]]
(([[[[(([([(([[[,]]]))])]))]]]]))
[[([[([([[([[([(([(((([[[,]]]))))]))])]])]])])]])]]
[((([([((([(([[([[((([[([([,])])]])))]])]]))])))])])))]
([(([([(((([[(([(([([[[,]]])]))]))]]))))])]))])
[([[[(([((([([(([(,)]))])])))]))]]])]
([([[([[(([([[([[[((((((,))))))]]])]])]))]])]])])
([[(((([[[(([[((,))]]))]]]))))]])
([[(([([[([(([[(((([,]))))]]))])]])]))]])
([((([(([[(([[[[[[[(([([(([([[,]])]))])]))]]]]]]]))]]))])))])
[[([[[([([([[[([([[([([[[[(,)]]]])])]])])]]])])])]]])]]
[[[[(([(([([[([((([[[[[,]]]]])))])]])]))]))]]]]
[((([[(([[([([([(,)])])])]]))]])))]
([[[([[([[[[[[[((,))]]]]]]])]])]]])
[[[([[[[[[([(([[[((([[([[([,])]])]])))]]]))])]]]]]])]]]
[([([[[[(((([[[((,))]]]))))]]]])])]
[([[((([([([([[(([[[(,)]]]))]])])])])))]])]
([[(([[((([([([[[(([(([([(((((,)))))])]))]))]]])])])))]]))]])
[([([[[([(([(([[[([([([[([[,]])]])])])]]]))]))])]]])])]
[[([(((([([[([[[([([[[[[[,]]]]]])])]]])]])]))))])]]
[[[[([(([([[[[([([([[([(([((,))]))])]])])])]]]])]))])]]]]
(([([([(((([[[([(([,]))])]]]))))])])]))
[[[[([[([([(((([[,]]))))])])]])]]]]
[[[(((([[([([[[((([(([[(,)]]))])))]]])])]]))))]]]
(([(([[[(([[([(([[([[([[([,])]])]])]]))])]]))]]]))]))
(([[[([(([[([[[[[([[[([(([((,))]))])]]])]]]]])]]))])]]]))
[([([(((([[([[(([([([,])])]))]])]]))))])])]
[[[[[([((([([[[([((([,])))])]]])])))])]]]]]
[[(((([([[(((((,)))))]])]))))]]
[[((([(([([[[([([,])])]]])]))])))]]
([([[[[(([(([[[[[[,]]]]]]))]))]]]])])
[[((([[([[(([[([(([[[[[(([([(,)])]))]]]]]))])]]))]])]])))]]
[[[[[([[([[(([([[[(((([[[,]]]))))]]])]))]])]])]]]]]
([([([([[((((([[[(([((((((((,))))))))]))]]])))))]])])])])
(([([([[[[((((([([([[[[[[([([,])])]]]]]])])])))))]]]])])]))
[[([([[[(((([(((((((((([[(([((,))]))]]))))))))))]))))]]])])]]
[[([[[[(([[([([([,])])])]]))]]]])]]
[([[[(((([[([([[[,]]])])]]))))]]])]
([[[(((([([[((,))]])]))))]]])
([(([(((([([[(([(((,)))]))]])]))))]))])
[((([[([[(([[[((([(([([(((((,)))))])]))])))]]]))]])]])))]
[[([((([([([[([[([[[[[(((([([[,]])]))))]]]]])]])]])])])))])]]
([[[[[(([[(([[([([[([([[([[([[,]])]])]])])]])])]]))]]))]]]]])
[([[[([[([(([(([[(([[(((,)))]]))]]))]))])]])]]])]
([[[(([((([(((([[[[,]]]]))))])))]))]]])
([((([[([([(([([([[[((([,])))]]])])]))])])]])))])
(([[([[[[[([([[([([,])])]])])]]]]])]]))
([[([([([[[([[[((,))]]])]]])])])]])
[[[[(([(([((([([[(([[[[[[([[(,)]])]]]]]]))]])])))]))]))]]]]
[(((((([[(([([([[([([(,)])])]])])]))]]))))))]
(([((((((([[[(([[[[[,]]]]]))]]])))))))]))
[([(([[[([([[(([(([(([[[([[[[(,)]]]])]]]))]))]))]])])]]]))])]
[([((([[[((([(([[[([,])]]]))])))]]])))])]
[[[[(([([[(((([(([([(((([,]))))])]))]))))]])]))]]]]
[([[[[[[([(([[[[[([[[,]]])]]]]]))])]]]]]])]
[[([[([[[(([((,))]))]]])]])]]
([(([[([([[((([((((([[[[([(,)])]]]])))))])))]])])]]))])
(([[[(([((([(([(([[((([,])))]]))]))])))]))]]]))
((([[[[([[([[[([[[([(([([(,)])]))])]]])]]])]])]]]])))
([[((([[[[([([[(([([[[[(((,)))]]]])]))]])])]]]])))]])
[([(([[[[[[((,))]]]]]]))])]
[[([[[([[(([(([([[,]])]))]))]])]]])]]
[[([((([(([[,]]))])))])]]
([[[[((([((([(([[[[(([[((,))]]))]]]]))])))])))]]]])
[([[(((((([[((([([([(([([,])]))])])])))]]))))))]])]
[[[([(([(([[([(([([(([[(,)]]))])]))])]]))]))])]]]
[[[[(([((([[[([((([[([[[[[([,])]]]]])]])))])]]])))]))]]]]
((([((([(((([[[[([(,)])]]]]))))])))])))
((([[[(([([[[([[([([(,)])])]])]]])]))]]])))
[[[([((((([((([[[[([((((((,))))))])]]]])))])))))])]]]
((([[[(((([([[([,])]])]))))]]])))
(([([([[[[([(([[([([([[[[,]]]])])])]]))])]]]])])]))
[[[[([[[((([(,)])))]]])]]]]
[(([([((([[[[[[[((([([(([,]))])])))]]]]]]])))])]))]
(([(([[([[[(([((([[(([(,)]))]])))]))]]])]]))]))
[([([(([[((([[[([([(([(([,]))]))])])]]])))]]))])])]
(([([([((((((,))))))])])]))
(([[((([[(([[[(((([,]))))]]]))]])))]]))
[[[((((((((([(,)])))))))))]]]
([([[(([[[[([[[[[,]]]]])]]]]))]])])
[[[[([[([([([[([[([((([,])))])]])]])])])]])]]]]
[[(([[([[(([[[[(((([[,]]))))]]]]))]])]]))]]
([([(([[[[([[[,]]])]]]]))])])
[[([[(([([([([(((([,]))))])])])]))]])]]
((([(([[([[([[((([[[[(,)]]]])))]])]])]]))])))
([([([((([[([[(([(((([[(((([,]))))]]))))]))]])]])))])])])
([(([[([([[([[(([(([[([[(,)]])]]))]))]])]])])]]))])
[(([([[[([[([[((,))]])]])]]])]))]
[((((([(([[([[([[([([((([(([,]))])))])])]])]])]]))])))))]
([((([((([([[([,])]])])))])))])
([[[([[(([(([[(((([([(,)])]))))]]))]))]])]]])
[[(([[(([[[[(([([[[([[((((,))))]])]]])]))]]]]))]]))]]
[((([([([[(([(([([[(((,)))]])]))]))]])])])))]
[(([([[(([[[[[((([([[[[[[,]]]]]])])))]]]]]))]])]))]
((((((((([[([[([[[[[([[[[([[[(,)]]])]]]])]]]]])]])]])))))))))
[[[[([[[[([[[([([([[(,)]])])])]]])]]]])]]]]
[(((([([(([[((((([(([(((([(((,)))]))))]))])))))]]))])]))))]
[(([[([((([[((([((([[[[([(,)])]]]])))])))]])))])]]))]
((([[[[((([([((([[[((([([[[,]]])])))]]])))])])))]]]])))
[[((([[[[([([[(([,]))]])])]]]])))]]
(([([[[([(([[[([(((,)))])]]]))])]]])]))
(((([[[([([[[([((((([((,))])))))])]]])])]]]))))
([(((([(([[[[[((,))]]]]]))]))))])
(([(([([((((([([(([([[[[,]]]])]))])])))))])]))]))
([([(([[((([[([[([[[[(([[(((,)))]]))]]]])]])]])))]]))])])
(((([(([[[([(([[[,]]]))])]]]))]))))
[(([[([[[([[(([[(((([[(,)]]))))]]))]])]]])]]))]
([((([([[[[[[[[[[(((([[([[(((,)))]])]]))))]]]]]]]]]])])))])
([([(([(((([(([[[([[([[([[([(,)])]])]])]])]]]))]))))]))])])
[([[[[[(([[[[[[[((([(((,)))])))]]]]]]]))]]]]])]
([[([([[([[[(([[([([([[[(,)]]])])])]]))]]])]])])]])
[[([[(([[[[[([([,])])]]]]]))]])]]
[[(((([((([([([(((((([(,)]))))))])])])))]))))]]
([[[((((([[(,)]])))))]]])
[[([[[[((((((([(([,]))])))))))]]]])]]
[[[(([([[[[[[(([[([([(([[[[([(,)])]]]]))])])]]))]]]]]])]))]]]
((([[[[[[[[[[[[([[(([,]))]])]]]]]]]]]]]])))
([([[[(([([([(((((([[[(([,]))]]]))))))])])]))]]])])
[([(([([[([[([[([,])]])]])]])]))])]
(((([(([([[[([[[,]]])]]])]))]))))
[((([([[[([([(([[[,]]]))])])]]])])))]
(([[[[[([(([((([[([[([(([([,])]))])]])]])))]))])]]]]]))
[([(([[(((([((([[[([[[[(((((,)))))]]]])]]])))]))))]]))])]
[[([([([[([[[(((((([[[[((([[,]])))]]]]))))))]]])]])])])]]
(((((([[[(([[[[[([([[[([([,])])]]])])]]]]]))]]]))))))
[(((([(([[[(([[([([(,)])])]]))]]]))]))))]
[([[((([[([[((((([[((((((([[(,)]])))))))]])))))]])]])))]])]
(((([[[(([([[[((([[[([([[([([[,]])])]])])]]])))]]])]))]]]))))
[((((([[([[([((((([(([[([[[[,]]]])]]))])))))])]])]])))))]
((((([[([([(,)])])]])))))
(([[(([[(([([[(,)]])]))]]))]]))
[(([([([[[[[(([[((([[((,))]])))]]))]]]]])])]))]
[[[[([[[[(((([[((((((([[(,)]])))))))]]))))]]]])]]]]
[([([(([(((([([([[(([[((([[((,))]])))]]))]])])]))))]))])])]
([([(([([((((((((,))))))))])]))])])
([(([([[[[[[[[(((([[(,)]]))))]]]]]]]])]))])
([[(([[[((([([[,]])])))]]]))]])
[[(((([[[[[([[([[[([([[(([(((,)))]))]])])]]])]])]]]]]))))]]
((([[(([(((((([[([([([([(,)])])])])]]))))))]))]])))
[[[([[([[[[([[(([[[([(([((,))]))])]]]))]])]]]])]])]]]
[[[([([([((((,))))])])])]]]
[([([(([[([(([[,]]))])]]))])])]
[[(([([([(([([[[([(,)])]]])]))])])]))]]
[([([[[[(([([[(((((([[[[(((,)))]]]]))))))]])]))]]]])])]
[(((([([[[([[[(((((([((([[(((,)))]])))]))))))]]])]]])]))))]
(([([([(([[[([(([,]))])]]]))])])]))
((([([[[[([(([[[[,]]]]))])]]]])])))
[(([[([[((((([(((([([((([,])))])]))))])))))]])]]))]
[[((([[((([([([([,])])])])))]])))]]
([[([([[(([((([((((,))))])))]))]])])]])
(((((([[[[[([(((([[,]]))))])]]]]]))))))
[((([(([([((([[[[([(,)])]]]])))])]))])))]
[[[([([([((([(((([[([[(,)]])]]))))])))])])])]]]
((([([[[((([[((([[[[[[(,)]]]]]])))]])))]]])])))
([(([((([[[[(([(([[([[[(,)]]])]]))]))]]]])))]))])
(([[(([[((([[[[([(((([(,)]))))])]]]])))]]))]]))
[[(([(([[[[((((((([[,]])))))))]]]]))]))]]
[[((([(([[[[(([[[[[((([[(([[,]]))]])))]]]]]))]]]]))])))]]
[([([[[[[([(([[,]]))])]]]]])])]
[[([([[[[((([((([([[(([,]))]])])))])))]]]])])]]
[[[([(([[[[[(([[[[[(([(((((,)))))]))]]]]]))]]]]]))])]]]
([((([[[[[(((([[((([([[([[((,))]])]])])))]]))))]]]]])))])
[([[([(((((([([([[[[[[[((,))]]]]]]])])]))))))])]])]
([[(((((([((((([(((,)))])))))]))))))]])
[(([[[[([(([[[([((((((([[,]])))))))])]]]))])]]]]))]
[[(([([([[([[((((((([([([[[,]]])])])))))))]])]])])]))]]
[([([(([[((([[[[,]]]])))]]))])])]
[[([[[([(([([[[(((([([[(((([,]))))]])]))))]]])]))])]]])]]
[[((([[(([[[([[([([(([[(,)]]))])])]])]]]))]])))]]
[([[((([([([[((,))]])])])))]])]
[([(([[[[((([,])))]]]]))])]
[(([([[[(((([([[(,)]])]))))]]])]))]
([([(([(((([([([[[[([[(,)]])]]]])])]))))]))])])
(([[[[[(([[([[[[[[([(([[,]]))])]]]]]])]]))]]]]]))
[[([[((((([[,]])))))]])]]
([[[([[(([[([[[[[(,)]]]]])]]))]])]]])
(([(([([[[(([((,))]))]]])]))]))
((([[[[(([[[[[([([(((([((,))]))))])])]]]]]))]]]])))
([[[[([([[[[(([(([,]))]))]]]])])]]]])
([([[([([[[([[(([[((,))]]))]])]]])])]])])
[[(((((([([([([[[([[[([[((,))]])]]])]]])])])]))))))]]
(([[((((((([([[([([([([[,]])])])])]])])))))))]]))
[[((([(([(([((([[,]])))]))]))])))]]
[([[([[[([[(([((([[[([([(((,)))])])]]])))]))]])]]])]])]
[[([([[[[([([[([(([((([,])))]))])]])])]]]])])]]
([((((((([([([[((((,))))]])])])))))))])
[([[([[([((([[[[,]]]])))])]])]])]
(([(([([[[[((([[[([([[[(,)]]])])]]])))]]]])]))]))
([[[([(([[[[([([(,)])])]]]]))])]]])
(((((([([([[(((((([(([[[[[[([,])]]]]]]))]))))))]])])]))))))
[[([[([[([([([[[((([,])))]]])])])]])]])]]
[[((([(((([([[((([[[,]]])))]])]))))])))]]
([[[[([[[([(([(((([,]))))]))])]]])]]]])
[([([[[[([((((([(,)])))))])]]]])])]
[([([[([([[(([[[[(([[,]]))]]]]))]])])]])])]
(([[([(((([[[(([[([[[[(,)]]]])]]))]]]))))])]]))
((([(([[(([((([([[[((,))]]])])))]))]]))])))
[([([[[(([[([((([([((,))])])))])]]))]]])])]
[[[[([((([((([[([[(((([,]))))]])]])))])))])]]]]
[[(((([((([[([,])]])))]))))]]
[((([[[([((([[([([([(([([([(,)])])]))])])])]])))])]]])))]
[[[(([[[[[[[[[(([[([((([[[[(,)]]]])))])]]))]]]]]]]]]))]]]
[[[([[[((([[([((,))])]])))]]])]]]
[[[[[([[([([(((((([([([(,)])])]))))))])])]])]]]]]
[([((([(([(([[(((([([[[,]]])]))))]]))]))])))])]
[([[[[(([([([([[[(([,]))]]])])])]))]]]])]
(((([(([((([(([[((([(,)])))]]))])))]))]))))
([((([[([(([[[,]]]))])]])))])
